120.83.111.64  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
113.121.20.180 ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
117.43.121.220 ,8080 ,高匿   ,HTTPS,江西南昌
49.72.115.85   ,9999 ,高匿   ,HTTPS,江苏苏州
1.198.72.114   ,9999 ,高匿   ,HTTPS,河南
171.80.0.12    ,9999 ,高匿   ,HTTPS,
110.189.152.86 ,52277,高匿   ,HTTPS,四川自贡
171.41.122.70  ,9999 ,高匿   ,HTTPS,湖北
112.85.128.190 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.170.32  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.175.168 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.164.47  ,9999 ,高匿   ,HTTP ,江苏南通
163.125.137.235,8118 ,高匿   ,HTTPS,广东深圳
1.192.241.72   ,9999 ,高匿   ,HTTP ,河南郑州
112.85.129.92  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.3   ,9999 ,高匿   ,HTTP ,江苏南通
112.85.166.52  ,9999 ,高匿   ,HTTP ,江苏南通
122.193.246.136,9999 ,高匿   ,HTTP ,江苏南通
112.85.164.30  ,9999 ,高匿   ,HTTP ,江苏南通
1.192.242.68   ,9999 ,高匿   ,HTTP ,河南郑州
27.43.191.102  ,9999 ,高匿   ,HTTPS,广东梅州
112.85.130.127 ,9999 ,高匿   ,HTTPS,江苏南通
113.121.21.75  ,9999 ,高匿   ,HTTPS,山东
112.85.131.115 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.170.85  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.171.79  ,9999 ,高匿   ,HTTP ,江苏南通
223.241.118.246,8010 ,高匿   ,HTTPS,安徽
1.198.72.6     ,9999 ,高匿   ,HTTPS,河南
171.80.1.16    ,9999 ,高匿   ,HTTPS,
116.208.55.67  ,9999 ,高匿   ,HTTP ,湖北襄阳市宜城
112.85.165.93  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.129.159 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.164.25  ,9999 ,高匿   ,HTTPS,江苏南通
113.121.47.159 ,9999 ,高匿   ,HTTPS,山东烟台
112.87.71.189  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.169.169 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.245.136,9999 ,高匿   ,HTTP ,广东
119.98.153.235 ,8118 ,高匿   ,HTTPS,湖北武汉
163.204.242.160,9999 ,高匿   ,HTTP ,广东
182.34.33.216  ,9999 ,高匿   ,HTTPS,山东烟台
182.34.34.83   ,9999 ,高匿   ,HTTPS,山东烟台
111.177.106.202,9999 ,高匿   ,HTTPS,湖北襄阳
112.85.167.83  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.173.110 ,9999 ,高匿   ,HTTP ,江苏南通
119.120.78.167 ,9999 ,高匿   ,HTTP ,广东中山
112.85.168.22  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.171.153 ,9999 ,高匿   ,HTTP ,江苏南通
122.193.246.32 ,9999 ,高匿   ,HTTP ,江苏南通
116.208.52.189 ,9999 ,高匿   ,HTTP ,湖北襄阳
112.85.168.32  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.128.214 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.76  ,9999 ,高匿   ,HTTP ,江苏南通
115.53.18.34   ,9999 ,高匿   ,HTTPS,河南濮阳
112.85.170.210 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.129.172 ,9999 ,高匿   ,HTTPS,江苏南通
122.193.245.49 ,9999 ,高匿   ,HTTPS,江苏南通
112.87.68.224  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.165.24  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.165.116 ,18118,高匿   ,HTTPS,江苏南通
112.85.173.85  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.168.226 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.151.155 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.150.39  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.131.95  ,9999 ,高匿   ,HTTPS,江苏南通
171.38.66.115  ,8123 ,高匿   ,HTTP ,广西玉林
125.41.135.202 ,8118 ,高匿   ,HTTP ,河南郑州
171.80.1.255   ,9999 ,高匿   ,HTTPS,
113.121.21.227 ,9999 ,高匿   ,HTTPS,山东
112.85.170.48  ,9999 ,高匿   ,HTTPS,江苏南通
1.192.240.178  ,9999 ,高匿   ,HTTPS,河南郑州
120.83.104.37  ,9999 ,高匿   ,HTTP ,广东揭阳
171.80.2.137   ,9999 ,高匿   ,HTTPS,
112.85.164.51  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.164.51  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.166.201 ,9999 ,高匿   ,HTTP ,江苏南通
117.85.104.233 ,9999 ,高匿   ,HTTP ,江苏无锡
171.83.164.54  ,9999 ,高匿   ,HTTPS,
27.43.189.249  ,9999 ,高匿   ,HTTPS,广东梅州
1.192.241.123  ,9999 ,高匿   ,HTTP ,河南郑州
113.121.23.155 ,9999 ,高匿   ,HTTP ,山东
120.24.173.214 ,80   ,高匿   ,HTTP ,北京
112.85.164.215 ,9999 ,高匿   ,HTTPS,江苏南通
113.121.22.152 ,9999 ,高匿   ,HTTPS,山东
113.116.159.172,8118 ,高匿   ,HTTPS,广东深圳
112.85.167.253 ,9999 ,高匿   ,HTTP ,江苏南通
125.41.243.116 ,8118 ,高匿   ,HTTP ,河南郑州
115.53.18.37   ,9999 ,高匿   ,HTTP ,河南濮阳
58.219.63.29   ,9999 ,高匿   ,HTTP ,江苏无锡
121.63.199.64  ,9999 ,高匿   ,HTTPS,湖北襄阳
182.34.37.203  ,9999 ,高匿   ,HTTPS,山东烟台
116.208.52.209 ,9999 ,高匿   ,HTTPS,湖北襄阳
112.87.69.109  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.165.40  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.165.66  ,9999 ,高匿   ,HTTP ,江苏南通
61.163.247.10  ,8118 ,高匿   ,HTTPS,河南许昌
124.167.97.198 ,80   ,高匿   ,HTTPS,山西
115.219.178.190,8118 ,高匿   ,HTTP ,浙江温州
112.85.129.136 ,9999 ,高匿   ,HTTP ,江苏南通
49.70.48.83    ,9999 ,高匿   ,HTTP ,江苏苏州
111.177.113.94 ,9999 ,高匿   ,HTTPS,湖北襄阳
180.160.54.241 ,8118 ,高匿   ,HTTP ,上海
112.85.170.29  ,9999 ,高匿   ,HTTP ,江苏南通
120.78.141.110 ,3128 ,高匿   ,HTTPS,长城宽带
49.86.178.139  ,9999 ,高匿   ,HTTPS,江苏
49.86.178.244  ,9999 ,高匿   ,HTTP ,江苏
163.204.243.186,9999 ,高匿   ,HTTP ,广东
222.188.178.42 ,9999 ,高匿   ,HTTP ,江苏常州
121.233.207.70 ,9999 ,高匿   ,HTTP ,江苏扬州
123.163.122.241,9999 ,高匿   ,HTTP ,河南洛阳
123.163.97.34  ,9999 ,高匿   ,HTTP ,河南洛阳
163.204.244.204,9999 ,高匿   ,HTTP ,广东
163.204.243.70 ,9999 ,高匿   ,HTTP ,广东
163.204.240.149,9999 ,高匿   ,HTTP ,广东
180.115.234.223,9999 ,高匿   ,HTTP ,江苏常州
111.177.172.237,9999 ,高匿   ,HTTPS,湖北随州
1.192.240.234  ,9999 ,高匿   ,HTTPS,河南郑州
117.85.104.52  ,9999 ,高匿   ,HTTPS,江苏无锡
118.24.151.76  ,8118 ,高匿   ,HTTPS,
218.76.253.201 ,61408,高匿   ,HTTPS,湖南永州
36.99.215.29   ,9999 ,高匿   ,HTTPS,浙江
222.170.101.98 ,37025,高匿   ,HTTPS,黑龙江佳木斯
113.121.47.180 ,9999 ,高匿   ,HTTP ,山东烟台
113.121.43.80  ,9999 ,高匿   ,HTTP ,山东烟台
113.121.41.110 ,9999 ,高匿   ,HTTP ,山东烟台
113.121.22.92  ,808  ,高匿   ,HTTPS,山东
113.121.189.132,9999 ,高匿   ,HTTP ,山东
113.121.42.135 ,9999 ,高匿   ,HTTP ,山东烟台
115.219.41.71  ,8118 ,高匿   ,HTTPS,浙江温州
58.22.177.55   ,9999 ,高匿   ,HTTPS,福建南平
223.241.78.61  ,8010 ,高匿   ,HTTPS,安徽芜湖
218.73.128.27  ,9999 ,高匿   ,HTTPS,浙江温州
36.99.215.18   ,9999 ,高匿   ,HTTPS,浙江
36.99.214.222  ,9999 ,高匿   ,HTTPS,浙江
112.85.172.44  ,9999 ,高匿   ,HTTPS,江苏南通
36.99.213.189  ,9999 ,高匿   ,HTTPS,浙江
36.99.213.110  ,9999 ,高匿   ,HTTPS,浙江
171.38.67.104  ,8123 ,高匿   ,HTTPS,广西玉林
180.106.141.240,8118 ,高匿   ,HTTPS,江苏苏州
124.94.198.47  ,9999 ,高匿   ,HTTP ,辽宁阜新
115.238.59.86  ,53400,高匿   ,HTTPS,浙江杭州
1.192.243.64   ,9999 ,高匿   ,HTTP ,河南郑州
182.46.218.76  ,8118 ,高匿   ,HTTPS,山东济南
1.192.240.112  ,9999 ,高匿   ,HTTPS,河南郑州
1.197.11.163   ,9999 ,高匿   ,HTTP ,河南许昌
171.12.113.200 ,9999 ,高匿   ,HTTP ,河南
163.204.245.133,9999 ,高匿   ,HTTP ,广东
171.12.113.201 ,9999 ,高匿   ,HTTP ,河南
121.233.206.175,9999 ,高匿   ,HTTP ,江苏扬州
112.85.131.240 ,9999 ,高匿   ,HTTPS,江苏南通
1.198.72.248   ,9999 ,高匿   ,HTTP ,河南
111.230.7.27   ,3128 ,高匿   ,HTTP ,
112.87.71.32   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.151.0   ,9999 ,高匿   ,HTTPS,江苏南通
113.128.30.247 ,808  ,高匿   ,HTTPS,山东济南
1.197.204.114  ,9999 ,高匿   ,HTTP ,河南济源
112.85.170.79  ,9999 ,高匿   ,HTTPS,江苏南通
120.84.100.95  ,9999 ,高匿   ,HTTP ,广东珠海
113.121.20.243 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
1.192.243.52   ,9999 ,高匿   ,HTTP ,河南郑州
1.197.16.199   ,9999 ,高匿   ,HTTP ,河南许昌
123.163.122.178,9999 ,高匿   ,HTTP ,河南洛阳
123.163.122.179,9999 ,高匿   ,HTTP ,河南洛阳
114.238.170.21 ,9999 ,高匿   ,HTTPS,江苏淮安
112.85.168.115 ,9999 ,高匿   ,HTTP ,江苏南通
27.40.157.122  ,9999 ,高匿   ,HTTPS,广东湛江
116.208.11.127 ,9999 ,高匿   ,HTTP ,湖北襄阳
1.198.73.204   ,9999 ,高匿   ,HTTPS,河南
58.253.159.6   ,9999 ,高匿   ,HTTPS,广东揭阳
112.85.168.151 ,9999 ,高匿   ,HTTP ,江苏南通
49.86.176.232  ,9999 ,高匿   ,HTTPS,江苏
123.8.115.221  ,9999 ,高匿   ,HTTP ,河南濮阳
183.45.172.45  ,8118 ,高匿   ,HTTP ,广东中山
1.198.73.98    ,9999 ,高匿   ,HTTP ,河南
171.41.123.63  ,9999 ,高匿   ,HTTP ,湖北
58.219.63.32   ,9999 ,高匿   ,HTTPS,江苏无锡
120.83.105.108 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.131.169 ,9999 ,高匿   ,HTTP ,江苏南通
180.107.93.129 ,9999 ,高匿   ,HTTP ,江苏苏州
222.135.92.68  ,38094,高匿   ,HTTPS,山东威海
112.87.71.54   ,9999 ,高匿   ,HTTP ,江苏宿迁
112.87.69.10   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.87.68.30   ,9999 ,高匿   ,HTTPS,江苏宿迁
117.81.103.205 ,9999 ,高匿   ,HTTP ,江苏苏州
121.31.168.83  ,8123 ,高匿   ,HTTP ,广西北海
122.237.105.119,80   ,高匿   ,HTTPS,浙江绍兴
112.85.131.179 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.130.165 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.167.20  ,9999 ,高匿   ,HTTPS,江苏南通
27.40.129.141  ,61234,高匿   ,HTTPS,广东湛江
112.85.164.148 ,9999 ,高匿   ,HTTP ,江苏南通
182.34.35.21   ,9999 ,高匿   ,HTTPS,山东烟台
120.83.101.18  ,808  ,高匿   ,HTTPS,广东揭阳市普宁
115.53.23.147  ,9999 ,高匿   ,HTTP ,河南濮阳
112.85.164.241 ,9999 ,高匿   ,HTTP ,江苏南通
120.83.110.206 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
1.198.73.142   ,9999 ,高匿   ,HTTPS,河南
163.204.243.32 ,9999 ,高匿   ,HTTPS,广东
112.85.167.92  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.173.20  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.131.41  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.170.163 ,9999 ,高匿   ,HTTPS,江苏南通
112.87.68.87   ,9999 ,高匿   ,HTTPS,江苏宿迁
123.8.125.221  ,9999 ,高匿   ,HTTPS,河南濮阳
125.122.19.205 ,53281,高匿   ,HTTPS,浙江杭州
117.81.103.64  ,9999 ,高匿   ,HTTPS,江苏苏州
210.34.24.103  ,3128 ,高匿   ,HTTPS,福建宁德
118.190.145.138,9001 ,高匿   ,HTTPS,广西
112.85.128.34  ,9999 ,高匿   ,HTTP ,江苏南通
113.105.203.8  ,3128 ,高匿   ,HTTP ,广东佛山
175.10.24.203  ,3128 ,高匿   ,HTTP ,湖南
1.199.31.22    ,9999 ,高匿   ,HTTP ,河南漯河
113.121.23.249 ,9999 ,高匿   ,HTTP ,山东
115.159.155.83 ,8118 ,高匿   ,HTTP ,河南郑州
112.85.128.91  ,9999 ,高匿   ,HTTPS,江苏南通
116.208.54.145 ,9999 ,高匿   ,HTTPS,湖北襄阳
112.87.68.71   ,9999 ,高匿   ,HTTP ,江苏宿迁
182.88.135.190 ,8123 ,高匿   ,HTTP ,广西南宁
121.63.198.28  ,9999 ,高匿   ,HTTP ,湖北襄阳
182.116.238.51 ,9999 ,高匿   ,HTTPS,河南濮阳
218.24.16.198  ,43620,高匿   ,HTTPS,辽宁铁岭
1.198.72.101   ,9999 ,高匿   ,HTTP ,河南
112.85.170.238 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.27  ,9999 ,高匿   ,HTTP ,江苏南通
221.1.200.242  ,38652,高匿   ,HTTPS,山东菏泽
122.193.246.162,9999 ,高匿   ,HTTP ,江苏南通
112.85.169.105 ,9999 ,高匿   ,HTTPS,江苏南通
171.37.157.38  ,8123 ,高匿   ,HTTPS,广西
171.80.115.248 ,9999 ,高匿   ,HTTP ,
112.85.130.58  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.131.166 ,9999 ,高匿   ,HTTPS,江苏南通
58.253.152.98  ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.174.83  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.168.85  ,9999 ,高匿   ,HTTPS,江苏南通
120.83.122.42  ,9999 ,高匿   ,HTTPS,广东揭阳
113.57.34.219  ,808  ,高匿   ,HTTPS,湖北武汉
113.121.23.29  ,9999 ,高匿   ,HTTPS,山东
27.43.191.72   ,9999 ,高匿   ,HTTPS,广东梅州
111.177.113.162,9999 ,高匿   ,HTTPS,湖北襄阳
112.87.70.41   ,9999 ,高匿   ,HTTP ,江苏宿迁
116.208.55.117 ,9999 ,高匿   ,HTTP ,湖北襄阳市宜城
116.208.54.3   ,9999 ,高匿   ,HTTP ,湖北襄阳
113.121.22.35  ,9999 ,高匿   ,HTTPS,山东
223.241.116.96 ,8010 ,高匿   ,HTTPS,安徽
113.124.86.127 ,9999 ,高匿   ,HTTPS,山东烟台
114.239.146.47 ,808  ,高匿   ,HTTP ,江苏宿迁市泗阳县
112.87.65.48   ,9999 ,高匿   ,HTTPS,江苏宿迁
114.239.149.205,9999 ,高匿   ,HTTP ,江苏宿迁市泗阳县
1.197.16.59    ,9999 ,高匿   ,HTTP ,河南许昌
114.218.149.110,9999 ,高匿   ,HTTP ,江苏苏州
114.239.254.94 ,9999 ,高匿   ,HTTP ,江苏宿迁市泗阳县
117.91.252.205 ,9999 ,高匿   ,HTTP ,江苏扬州
114.227.119.30 ,9999 ,高匿   ,HTTP ,江苏常州
117.91.255.191 ,9999 ,高匿   ,HTTP ,江苏扬州
171.80.0.17    ,9999 ,高匿   ,HTTP ,
111.226.228.172,8118 ,高匿   ,HTTPS,河北沧州
221.227.74.184 ,9999 ,高匿   ,HTTPS,江苏无锡
117.63.1.162   ,9999 ,高匿   ,HTTP ,江苏常州
117.63.82.124  ,9999 ,高匿   ,HTTP ,江苏常州
36.99.214.105  ,9999 ,高匿   ,HTTPS,浙江
123.180.69.165 ,6666 ,高匿   ,HTTPS,河北邢台
180.107.248.17 ,9999 ,高匿   ,HTTP ,江苏苏州
118.187.58.34  ,53281,高匿   ,HTTP ,北京
114.227.114.33 ,9999 ,高匿   ,HTTPS,江苏常州
117.95.13.111  ,9999 ,高匿   ,HTTPS,江苏淮安
121.234.37.214 ,808  ,高匿   ,HTTPS,江苏盐城
113.121.20.250 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
1.192.241.148  ,9999 ,高匿   ,HTTP ,河南郑州
115.207.36.74  ,53128,高匿   ,HTTP ,浙江衢州
221.200.109.250,53281,高匿   ,HTTP ,辽宁沈阳
112.87.71.61   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.151.140 ,9999 ,高匿   ,HTTPS,江苏南通
120.83.105.246 ,9999 ,高匿   ,HTTPS,广东揭阳
122.237.106.234,80   ,高匿   ,HTTPS,浙江绍兴
113.121.20.250 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
1.192.241.148  ,9999 ,高匿   ,HTTP ,河南郑州
115.207.36.74  ,53128,高匿   ,HTTP ,浙江衢州
221.200.109.250,53281,高匿   ,HTTP ,辽宁沈阳
112.87.71.61   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.151.140 ,9999 ,高匿   ,HTTPS,江苏南通
120.83.105.246 ,9999 ,高匿   ,HTTPS,广东揭阳
122.237.106.234,80   ,高匿   ,HTTPS,浙江绍兴
117.63.81.38   ,9999 ,高匿   ,HTTPS,江苏常州
1.192.241.68   ,9999 ,高匿   ,HTTP ,河南郑州
171.112.35.75  ,53281,高匿   ,HTTP ,湖北
163.204.241.19 ,9999 ,高匿   ,HTTPS,广东
163.204.247.225,9999 ,高匿   ,HTTPS,广东
1.198.72.29    ,9999 ,高匿   ,HTTPS,河南
112.87.67.198  ,9999 ,高匿   ,HTTPS,江苏宿迁
180.107.214.127,9999 ,高匿   ,HTTP ,江苏苏州
112.85.168.127 ,9999 ,高匿   ,HTTP ,江苏南通
222.89.32.167  ,9999 ,高匿   ,HTTP ,河南济源
122.193.244.57 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.168.91  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.170.150 ,9999 ,高匿   ,HTTP ,江苏南通
120.83.103.151 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
1.192.242.247  ,9999 ,高匿   ,HTTP ,河南郑州
112.85.170.43  ,9999 ,高匿   ,HTTP ,江苏南通
182.122.190.163,9999 ,高匿   ,HTTPS,河南平顶山
119.101.124.57 ,9999 ,高匿   ,HTTP ,湖北十堰
113.121.21.84  ,808  ,高匿   ,HTTPS,山东
59.32.37.112   ,61234,高匿   ,HTTP ,广东河源
112.85.130.0   ,9999 ,高匿   ,HTTPS,江苏南通
120.83.122.224 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.165.44  ,9999 ,高匿   ,HTTP ,江苏南通
113.121.21.220 ,9999 ,高匿   ,HTTP ,山东
58.253.156.143 ,9999 ,高匿   ,HTTP ,广东揭阳
113.121.21.18  ,9999 ,高匿   ,HTTPS,山东
1.197.203.14   ,9999 ,高匿   ,HTTPS,河南济源
111.177.106.191,9999 ,高匿   ,HTTPS,湖北襄阳
112.85.170.180 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.10  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.131.43  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.173.193 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.241.200,9999 ,高匿   ,HTTP ,广东
112.85.166.4   ,9999 ,高匿   ,HTTP ,江苏南通
120.83.109.20  ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
163.204.247.221,9999 ,高匿   ,HTTPS,广东
163.204.244.57 ,9999 ,高匿   ,HTTPS,广东
1.197.204.142  ,9999 ,高匿   ,HTTP ,河南济源
114.224.18.72  ,9999 ,高匿   ,HTTP ,江苏无锡
112.85.129.13  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.131.247 ,9999 ,高匿   ,HTTPS,江苏南通
1.197.203.162  ,9999 ,高匿   ,HTTPS,河南济源
112.87.68.42   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.87.71.15   ,9999 ,高匿   ,HTTP ,江苏宿迁
115.193.188.133,8118 ,高匿   ,HTTPS,浙江杭州
223.241.118.248,8010 ,高匿   ,HTTP ,安徽
1.198.73.50    ,9999 ,高匿   ,HTTP ,河南
112.85.148.175 ,9999 ,高匿   ,HTTP ,江苏南通
112.87.69.26   ,9999 ,高匿   ,HTTPS,江苏宿迁
1.198.73.70    ,9999 ,高匿   ,HTTPS,河南
120.83.109.170 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
171.80.0.197   ,9999 ,高匿   ,HTTP ,
101.200.54.58  ,8081 ,高匿   ,HTTPS,北京
112.85.131.102 ,9999 ,高匿   ,HTTPS,江苏南通
1.198.72.36    ,9999 ,高匿   ,HTTP ,河南
60.184.174.181 ,808  ,高匿   ,HTTPS,浙江丽水
171.11.179.173 ,9999 ,高匿   ,HTTP ,河南
119.54.54.78   ,80   ,高匿   ,HTTPS,吉林四平
112.85.131.175 ,9999 ,高匿   ,HTTPS,江苏南通
182.122.191.222,9999 ,高匿   ,HTTPS,河南平顶山
112.85.131.74  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.168.162 ,9999 ,高匿   ,HTTPS,江苏南通
1.197.204.201  ,9999 ,高匿   ,HTTP ,河南济源
1.198.73.111   ,9999 ,高匿   ,HTTP ,河南
123.163.122.192,9999 ,高匿   ,HTTP ,河南洛阳
112.87.68.225  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.87.69.20   ,9999 ,高匿   ,HTTPS,江苏宿迁
122.193.246.151,9999 ,高匿   ,HTTP ,江苏南通
1.198.72.72    ,9999 ,高匿   ,HTTP ,河南
112.85.168.86  ,9999 ,高匿   ,HTTPS,江苏南通
1.198.73.66    ,9999 ,高匿   ,HTTPS,河南
27.40.151.119  ,61234,高匿   ,HTTPS,广东湛江
180.116.57.85  ,9999 ,高匿   ,HTTP ,江苏常州
182.34.22.105  ,9999 ,高匿   ,HTTP ,山东烟台
115.53.21.34   ,9999 ,高匿   ,HTTP ,河南濮阳
112.85.131.241 ,9999 ,高匿   ,HTTP ,江苏南通
27.43.185.208  ,9999 ,高匿   ,HTTP ,广东梅州
144.255.48.225 ,9999 ,高匿   ,HTTP ,山东
125.123.137.113,61234,高匿   ,HTTP ,浙江嘉兴
112.85.129.122 ,9999 ,高匿   ,HTTPS,江苏南通
1.198.73.29    ,9999 ,高匿   ,HTTPS,河南
122.193.246.204,9999 ,高匿   ,HTTP ,江苏南通
27.192.68.104  ,53281,高匿   ,HTTPS,山东潍坊
59.52.184.197  ,808  ,高匿   ,HTTPS,江西南昌
113.121.22.162 ,9999 ,高匿   ,HTTPS,山东
1.197.16.133   ,9999 ,高匿   ,HTTP ,河南许昌
116.208.52.239 ,9999 ,高匿   ,HTTPS,湖北襄阳
113.121.21.16  ,9999 ,高匿   ,HTTP ,山东
120.83.108.181 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
112.85.129.3   ,9999 ,高匿   ,HTTPS,江苏南通
1.192.243.83   ,9999 ,高匿   ,HTTP ,河南郑州
112.87.70.118  ,9999 ,高匿   ,HTTP ,江苏宿迁
122.193.247.99 ,9999 ,高匿   ,HTTPS,江苏南通
182.116.234.56 ,9999 ,高匿   ,HTTPS,河南濮阳
124.94.196.204 ,9999 ,高匿   ,HTTPS,辽宁阜新
120.83.111.135 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
175.148.73.158 ,1133 ,高匿   ,HTTP ,辽宁葫芦岛
27.37.183.179  ,80   ,高匿   ,HTTP ,广东东莞
112.85.131.12  ,9999 ,高匿   ,HTTP ,江苏南通
1.198.73.141   ,9999 ,高匿   ,HTTP ,河南
120.83.108.83  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
115.53.20.93   ,9999 ,高匿   ,HTTPS,河南濮阳
182.34.26.73   ,9999 ,高匿   ,HTTP ,山东烟台
163.204.246.18 ,9999 ,高匿   ,HTTP ,广东
121.233.206.62 ,9999 ,高匿   ,HTTP ,江苏扬州
163.204.242.214,9999 ,高匿   ,HTTP ,广东
180.119.141.173,9999 ,高匿   ,HTTP ,江苏扬州
163.204.244.124,9999 ,高匿   ,HTTP ,广东
117.84.99.167  ,9999 ,高匿   ,HTTP ,江苏无锡
117.91.248.139 ,9999 ,高匿   ,HTTP ,江苏扬州
163.204.245.15 ,9999 ,高匿   ,HTTP ,广东
163.204.244.209,9999 ,高匿   ,HTTP ,广东
117.91.252.240 ,9999 ,高匿   ,HTTP ,江苏扬州
1.193.245.55   ,9999 ,高匿   ,HTTPS,河南洛阳市西工区
114.225.223.41 ,9999 ,高匿   ,HTTPS,江苏无锡
125.123.137.67 ,9999 ,高匿   ,HTTPS,浙江嘉兴
175.155.137.238,80   ,高匿   ,HTTP ,四川德阳
36.248.129.100 ,9999 ,高匿   ,HTTP ,福建福州
1.198.73.69    ,9999 ,高匿   ,HTTPS,河南
27.43.188.95   ,9999 ,高匿   ,HTTPS,广东梅州
112.85.129.219 ,9999 ,高匿   ,HTTPS,江苏南通
114.228.94.105 ,9999 ,高匿   ,HTTP ,江苏常州
125.123.143.180,9999 ,高匿   ,HTTP ,浙江嘉兴
49.76.52.58    ,9999 ,高匿   ,HTTP ,江苏无锡
1.192.243.150  ,9999 ,高匿   ,HTTP ,河南郑州
59.32.37.109   ,8010 ,高匿   ,HTTPS,广东河源
121.225.25.72  ,3128 ,高匿   ,HTTPS,江苏南京
115.151.141.68 ,9999 ,高匿   ,HTTP ,江西新余
175.42.68.185  ,9999 ,高匿   ,HTTP ,福建宁德
125.123.143.174,9999 ,高匿   ,HTTP ,浙江嘉兴
114.227.118.103,9999 ,高匿   ,HTTP ,江苏常州
1.197.203.240  ,9999 ,高匿   ,HTTPS,河南济源
111.177.113.106,9999 ,高匿   ,HTTPS,湖北襄阳
1.192.242.113  ,9999 ,高匿   ,HTTPS,河南郑州
163.204.243.187,9999 ,高匿   ,HTTP ,广东
111.226.188.196,8010 ,高匿   ,HTTPS,河北邢台
122.236.146.166,9999 ,高匿   ,HTTP ,浙江绍兴
1.192.243.6    ,9999 ,高匿   ,HTTP ,河南郑州
125.123.137.2  ,9999 ,高匿   ,HTTP ,浙江嘉兴
180.168.13.26  ,8000 ,高匿   ,HTTP ,上海
1.192.243.249  ,808  ,高匿   ,HTTP ,河南郑州
114.217.192.79 ,9999 ,高匿   ,HTTPS,江苏苏州
171.83.167.167 ,9999 ,高匿   ,HTTPS,
1.192.242.33   ,9999 ,高匿   ,HTTPS,河南郑州
115.239.25.39  ,9999 ,高匿   ,HTTPS,浙江嘉兴
180.118.134.16 ,9999 ,高匿   ,HTTP ,江苏镇江
182.88.163.147 ,8123 ,高匿   ,HTTP ,广西南宁
112.87.69.137  ,9999 ,高匿   ,HTTPS,江苏宿迁
